slug,view_count,event,filmed
nina_tandon_could_tissue_engineering_mean_personalized_medicine,1073882,TEDGlobal 2012,2012-06-26
nirmalya_kumar_india_s_invisible_entrepreneurs,895545,TEDxLondonBusinessSchool,2012-04-27
niti_bhan_the_hidden_opportunities_of_the_informal_economy,849695,TEDGlobal 2017,2017-08-27
nizar_ibrahim_how_we_unearthed_the_spinosaurus,951336,TEDYouth 2014,2014-11-15
nnedi_okorafor_sci_fi_stories_that_imagine_a_future_africa,789764,TEDGlobal 2017,2017-08-27
noah_feldman_hamilton_vs_madison_and_the_birth_of_american_partisanship,1011067,TED2017,2017-04-24
noah_feldman_says_politics_and_religion_are_technologies,391926,TED2003,2003-02-02
noah_wilson_rich_every_city_needs_healthy_honey_bees,706587,TEDxBoston 2012,2012-06-22
noel_bairey_merz_the_single_biggest_health_threat_women_face,799565,TEDxWomen 2011,2011-12-01
nonny_de_la_pena_the_future_of_news_virtual_reality,1219306,TEDWomen 2015,2015-05-27
nora_york_sings_what_i_want,403180,TEDSalon 2006,2006-12-14
noreena_hertz_how_to_use_experts_and_when_not_to,887285,TEDSalon London 2010,2010-11-04
noriko_arai_can_a_robot_pass_a_university_entrance_exam,1215305,TED2017,2017-04-24
norman_foster_s_green_agenda,775625,DLD 2007,2007-01-01
norman_lear_an_entertainment_icon_on_living_a_life_of_meaning,1053818,TED2016,2016-02-16
norman_spack_how_i_help_transgender_teens_become_who_they_want_to_be,1268759,TEDxBeaconStreet,2013-11-27
noy_thrupkaew_human_trafficking_is_all_around_you_this_is_how_it_works,1643270,TED2015,2015-03-19
oded_shoseyov_how_we_re_harnessing_nature_s_hidden_superpowers,1339547,TED@BCG Paris,2016-05-18
ok_go_how_to_find_a_wonderful_idea,1805061,TED2017,2017-04-24
olafur_eliasson_playing_with_space_and_light,536517,TED2009,2009-02-06
ole_scheeren_why_great_architecture_should_tell_a_story,2152423,TEDGlobal>London,2015-09-29
oliver_sacks_what_hallucination_reveals_about_our_minds,4452773,TED2009,2009-02-05
olivier_scalabre_the_next_manufacturing_revolution_is_here,1661491,TED@BCG Paris,2016-05-20
oluf_mi_taiwo_why_africa_must_become_a_center_of_knowledge_again,920691,TEDGlobal 2017,2017-08-27
olutimehin_adegbeye_who_belongs_in_a_city,1109095,TEDGlobal 2017,2017-08-27
omar_ahmad_political_change_with_pen_and_paper,545415,TED2010,2010-02-10
onora_o_neill_what_we_don_t_understand_about_trust,1502571,TEDxHousesOfParliament,2013-06-25
onyx_ashanti_this_is_beatjazz,796407,Full Spectrum Auditions,2011-05-24
oren_yakobovich_hidden_cameras_that_film_injustice_in_the_world_s_most_dangerous_places,1116196,TEDGlobal 2014,2014-10-14
ory_okolloh_on_becoming_an_activist,330860,TEDGlobal 2007,2007-06-06
oscar_schwartz_can_a_computer_write_poetry,786743,TEDxYouth@Sydney,2015-05-20
paddy_ashdown_the_global_power_shift,1000212,TEDxBrussels,2011-12-28
pam_warhurst_how_we_can_eat_our_landscapes,1231636,TEDSalon London Spring 2012,2012-05-10
pamela_meyer_how_to_spot_a_liar,17598806,TEDGlobal 2011,2011-07-13
pamela_ronald_the_case_for_engineering_our_food,1568809,TED2015,2015-03-18
pamelia_kurstin_plays_the_theremin,1719537,TED2002,2002-02-02
pankaj_ghemawat_actually_the_world_isn_t_flat,831743,TEDGlobal 2012,2012-06-28
paola_antonelli_previews_design_and_the_elastic_mind,319499,EG 2007,2007-12-12
paola_antonelli_treats_design_as_art,593944,TED2007,2007-03-03
paola_antonelli_why_i_brought_pacman_to_moma,953687,TEDSalon NY2013,2013-05-16
paolo_cardini_forget_multitasking_try_monotasking,2376888,TEDGlobal 2012,2012-06-27
parag_khanna_how_megacities_are_changing_the_map_of_the_world,951786,TED2016,2016-02-17
parag_khanna_maps_the_future_of_countries,962167,TEDGlobal 2009,2009-07-23
pardis_sabeti_how_we_ll_fight_the_next_deadly_virus,1201443,TEDWomen 2015,2015-05-27
parul_sehgal_an_ode_to_envy,2181430,TEDSalon NY2013,2013-07-25
patience_mthunzi_could_we_cure_hiv_with_lasers,1221024,TED2015,2015-03-18
patricia_burchat_leads_a_search_for_dark_energy,1433810,TED2008,2008-02-02
patricia_kuhl_the_linguistic_genius_of_babies,2621397,TEDxRainier,2010-10-12
patricia_medici_the_coolest_animal_you_know_nothing_about_and_how_we_can_save_it,1320732,TED Fellows 2015,2015-08-26
patricia_ryan_ideas_in_all_languages_not_just_english,1691916,TEDxDubai,2010-12-04
patrick_awuah_on_educating_leaders,1289059,TEDGlobal 2007,2007-06-06
patrick_chappatte_the_power_of_cartoons,774529,TEDGlobal 2010,2010-07-15
patsy_rodenburg_why_i_do_theater,179698,Michael Howard Studios,2008-10-09
pattie_maes_demos_the_sixth_sense,9829346,TED2009,2009-02-06
paul_bennett_finds_design_in_the_details,776622,TEDGlobal 2005,2005-07-14
paul_bloom_can_prejudice_ever_be_a_good_thing,1097181,TEDSalon NY2014,2014-01-15
paul_bloom_the_origins_of_pleasure,1970456,TEDGlobal 2011,2011-07-13
paul_collier_s_new_rules_for_rebuilding_a_broken_nation,412919,TED@State,2009-06-06
paul_collier_shares_4_ways_to_help_the_bottom_billion,1035318,TED2008,2008-03-03
paul_conneally_digital_humanitarianism,353577,TEDxRC2,2011-11-27
paul_debevec_animates_a_photo_real_digital_face,753180,TEDxUSC,2009-03-23
paul_ewald_asks_can_we_domesticate_germs,460326,TED2007,2007-03-03
paul_gilding_the_earth_is_full,1191048,TED2012,2012-02-28
paul_greenberg_the_four_fish_we_re_overeating_and_what_to_eat_instead,1502811,Mission Blue II,2015-10-10
paul_hessburg_why_wildfires_have_gotten_worse_and_how_we_can_stop_them,850700,TEDxBend,2017-05-13
paul_kemp_robertson_bitcoin_sweat_tide_meet_the_future_of_branded_currency,1151521,TEDGlobal 2013,2013-06-22
paul_knoepfler_the_ethical_dilemma_of_designer_babies,1148679,TEDxVienna,2015-10-31
paul_lewis_crowdsourcing_the_news,157207,TEDxThessaloniki,2011-04-02
paul_maccready_flies_on_solar_wings,743490,TED2003,2003-02-02
paul_maccready_on_nature_vs_humans,201705,TED1998,1998-02-02
paul_moller_on_the_skycar,423058,TED2004,2004-02-02
paul_nicklen_tales_of_ice_bound_wonderlands,2070876,TED2011,2011-03-02
paul_pholeros_how_to_reduce_poverty_fix_homes,1341217,TEDxSydney,2013-05-04
paul_piff_does_money_make_you_mean,3266192,TEDxMarin,2013-10-02
paul_romer,579726,TEDGlobal 2009,2009-07-22
paul_romer_the_world_s_first_charter_city,464134,TED2011,2011-03-03
paul_root_wolpe_it_s_time_to_question_bio_engineering,1266019,TEDxPeachtree,2010-11-11
paul_rothemund_casts_a_spell_with_dna,417260,TED2007,2007-03-03
paul_rothemund_details_dna_folding,546101,TED2008,2008-02-02
paul_sereno_digs_up_dinosaurs,774621,TED2005,2005-02-28
paul_snelgrove_a_census_of_the_ocean,298031,TEDGlobal 2011,2011-07-14
paul_stamets_on_6_ways_mushrooms_can_save_the_world,4259441,TED2008,2008-03-03
paul_tasner_how_i_became_an_entrepreneur_at_66,1375368,TED Residency,2017-06-06
paul_zak_trust_morality_and_oxytocin,1552894,TEDGlobal 2011,2011-07-13
paula_hammond_a_new_superweapon_in_the_fight_against_cancer,1443311,TED Talks Live,2015-11-05
paula_johnson_his_and_hers_healthcare,1110477,TEDWomen 2013,2013-12-05
paula_scher_gets_serious,521706,Serious Play 2008,2008-05-05
pavan_sukhdev_what_s_the_price_of_nature,648134,TEDGlobal 2011,2011-07-14
pawan_sinha_on_how_brains_learn_to_see,849656,TEDIndia 2009,2009-11-05
pearl_arredondo_my_story_from_gangland_daughter_to_star_teacher,1076515,TED Talks Education,2013-05-07
peggy_orenstein_what_young_women_believe_about_their_own_sexual_pleasure,1921265,TEDWomen 2016,2016-10-26
penelope_boston,657115,TED2006,2006-02-02
per_espen_stoknes_how_to_transform_apocalypse_fatigue_into_action_on_global_warming,849481,TEDGlobal>NYC,2017-09-20
pete_alcorn_s_vision_of_a_better_world,500765,TED2009,2009-02-05
peter_attia_what_if_we_re_wrong_about_diabetes,2503418,TEDMED 2013,2013-04-05
peter_calthorpe_7_principles_for_building_better_cities,1217994,TED2017,2017-04-24
peter_diamandis_abundance_is_our_future,1395034,TED2012,2012-02-28
peter_diamandis_on_our_next_giant_leap,511970,TEDGlobal 2005,2005-07-07
peter_diamandis_on_stephen_hawking_in_zero_g,503938,TED2008,2008-02-02
peter_donnelly_shows_how_stats_fool_juries,1071500,TEDGlobal 2005,2005-07-14
peter_doolittle_how_your_working_memory_makes_sense_of_the_world,2082209,TEDGlobal 2013,2013-06-10
peter_eigen_how_to_expose_the_corrupt,758187,TEDxBerlin,2009-11-30
peter_fankhauser_meet_rezero_the_dancing_ballbot,567306,TEDGlobal 2011,2011-07-13
peter_gabriel_fights_injustice_with_video,922915,TED2006,2006-02-23
peter_haas_haiti_s_disaster_of_engineering,329578,TED Senior Fellows at TEDGlobal 2010,2010-07-13
peter_hirshberg_on_tv_and_the_web,255076,EG 2007,2007-12-12
peter_molyneux_demos_milo_the_virtual_boy,738855,TEDGlobal 2010,2010-07-09
peter_norvig_the_100_000_student_classroom,1074871,TED2012,2012-02-28
peter_reinhart_on_bread,835553,Taste3 2008,2008-07-17
peter_saul_let_s_talk_about_dying,907302,TEDxNewy,2011-11-12
peter_singer_the_why_and_how_of_effective_altruism,1578916,TED2013,2013-03-01
peter_tyack_the_intriguing_sound_of_marine_mammals,438660,Mission Blue Voyage,2010-04-15
peter_van_manen_how_can_formula_1_racing_help_babies,799088,TEDxNijmegen,2013-04-18
peter_van_uhm_why_i_chose_a_gun,2023945,TEDxAmsterdam,2011-11-25
peter_ward_on_mass_extinctions,847480,TED2008,2008-02-27
peter_weinstock_lifelike_simulations_that_make_real_life_surgery_safer,942364,TEDxNatick,2016-01-23
phil_borges_on_endangered_cultures,910731,TED2006,2006-02-23
phil_hansen_embrace_the_shake,2196770,TED2013,2013-02-26
phil_plait_how_to_defend_earth_from_asteroids,2075143,TEDxBoulder 2011,2011-09-05
philip_evans_how_data_will_transform_business,1436422,TED@BCG San Francisco,2013-11-11
philip_howard,620555,TED2010,2010-02-13
philip_zimbardo_on_the_psychology_of_evil,5990050,TED2008,2008-02-02
philip_zimbardo_prescribes_a_healthy_take_on_time,1617572,TED2009,2009-02-06
philippa_neave_the_unexpected_challenges_of_a_country_s_first_election,871910,TEDNYC,2016-09-07
philippe_petit_the_journey_across_the_high_wire,654542,TED2012,2012-03-01
philippe_starck_thinks_deep_on_design,1839086,TED2007,2007-03-03
pia_mancini_how_to_upgrade_democracy_for_the_internet_era,1228317,TEDGlobal 2014,2014-10-07
pico_iyer_the_art_of_stillness,2738951,TEDSalon NY2014,2014-08-12
pico_iyer_the_beauty_of_what_we_ll_never_know,1525518,TEDSummit,2016-06-30
pico_iyer_where_is_home,3084786,TEDGlobal 2013,2013-06-20
pierre_thiam_a_forgotten_ancient_grain_that_could_help_africa_prosper,951313,TED2017,2017-08-27
pilobolus_perform_symbiosis,3109618,TED2005,2005-02-25
pistol,586707,TED2010,2010-02-10
pope_francis_why_the_only_future_worth_building_includes_everyone,2870003,TED2017,2017-04-25
pranav_mistry_the_thrilling_potential_of_sixthsense_technology,16379275,TEDIndia 2009,2009-11-05
prosanta_chakrabarty_clues_to_prehistoric_times_found_in_blind_cavefish,1018118,TED2016,2016-02-15
prumsodun_ok_the_magic_of_khmer_classical_dance,979023,TED2017,2017-04-24
publisher_felix_dennis_odes_to_vice_and_consequences,299794,TED2004,2004-02-27
put_the_financial_aid_in_the_bag,190576,TED-Ed,2011-11-11
pw_singer_on_robots_of_war,1482690,TED2009,2009-02-04
qi_zhang_s_electrifying_organ_performance,808878,TEDxUSC,2009-03-23
questions_no_one_knows_the_answers_to,669104,TED-Ed,2012-03-12
quixotic_fusion_dancing_with_light,1410631,TED2012,2012-02-28
quyen_nguyen_color_coded_surgery,1119065,TEDMED 2011,2011-10-28
r_a_mashelkar_breakthrough_designs_for_ultra_low_cost_products,629282,TEDIndia 2009,2009-11-02
r_luke_dubois_insightful_human_portraits_made_from_data,1265004,TED2016,2016-02-15
rabbi_lord_jonathan_sacks_how_we_can_face_the_future_without_fear_together,1554994,TED2017,2017-04-24
rachel_armstrong_architecture_that_repairs_itself,1130594,TEDGlobal 2009,2009-07-24
rachel_botsman_the_case_for_collaborative_consumption,1147988,TEDxSydney,2010-05-22
rachel_botsman_the_currency_of_the_new_economy_is_trust,1265940,TEDGlobal 2012,2012-06-26
rachel_botsman_we_ve_stopped_trusting_institutions_and_started_trusting_strangers,1375147,TEDSummit,2016-06-29
rachel_pike_the_science_behind_a_climate_headline,478303,TEDGlobal 2009,2009-07-24
rachel_sussman_the_world_s_oldest_living_things,1445659,TEDGlobal 2010,2010-07-15
radhika_nagpal_what_intelligent_machines_can_learn_from_a_school_of_fish,1002797,TED2017,2017-04-24
raffaello_d_andrea_meet_the_dazzling_flying_machines_of_the_future,3030381,TED2016,2016-02-15
raffaello_d_andrea_the_astounding_athletic_power_of_quadcopters,10487170,TEDGlobal 2013,2013-06-10
raghava_kk_five_lives_of_an_artist,685358,TED2010,2010-02-12
raghava_kk_shake_up_your_story,952294,TEDGlobal 2011,2011-07-12
raghava_kk_what_s_your_200_year_plan,819281,TEDxSummit,2012-04-16
rainer_strack_the_surprising_workforce_crisis_of_2030_and_how_to_start_solving_it_now,1615864,TED@BCG Berlin,2014-10-20
rainn_wilson_ideas_worth_dating,835694,TED Studio,2016-05-02
raj_panjabi_no_one_should_die_because_they_live_too_far_from_a_doctor,1076689,TED2017,2017-04-24
rajesh_rao_computing_a_rosetta_stone_for_the_indus_script,1209480,TED2011,2011-03-02
rajiv_maheswaran_the_math_behind_basketball_s_wildest_moves,1956805,TED2015,2015-03-17
ralph_langner_cracking_stuxnet_a_21st_century_cyberweapon,1368264,TED2011,2011-03-03
ramanan_laxminarayan_the_coming_crisis_in_antibiotics,976549,TEDMED 2014,2014-09-18
ramesh_raskar_a_camera_that_takes_one_trillion_frames_per_second,4160138,TEDGlobal 2012,2012-06-28
ramona_pierson_an_unexpected_place_of_healing,375302,TEDxDU 2011,2011-05-13
ramsey_musallam_3_rules_to_spark_learning,2698541,TED Talks Education,2013-04-17
rana_el_kaliouby_this_app_knows_how_you_feel_from_the_look_on_your_face,1438391,TEDWomen 2015,2015-05-28
randall_munroe_comics_that_ask_what_if,2684479,TED2014,2014-03-20
randy_pausch_really_achieving_your_childhood_dreams,575941,Carnegie Mellon University,2007-09-18
raul_midon_plays_all_the_answers_and_tembererana,411371,TED2007,2007-03-03
raul_midon_plays_everybody_and_peace_on_earth,333842,TED2007,2007-03-03
ravin_agrawal_10_young_indian_artists_to_watch,443659,TEDIndia 2009,2009-11-06
ray_anderson_on_the_business_logic_of_sustainability,907411,TED2009,2009-02-02
ray_dalio_how_to_build_a_company_where_the_best_ideas_win,1873358,TED2017,2017-04-24
ray_kurzweil_announces_singularity_university,925980,TED2009,2009-02-07
ray_kurzweil_get_ready_for_hybrid_thinking,2037266,TED2014,2014-03-20
ray_kurzweil_on_how_technology_will_transform_us,2482159,TED2005,2005-02-24
ray_zahab_treks_to_the_south_pole,316659,TED2009,2009-02-06
raymond_wang_how_germs_travel_on_planes_and_how_we_can_stop_them,1717609,TEDYouth 2015,2015-11-14
read_montague_what_we_re_learning_from_5_000_brains,704526,TEDGlobal 2012,2012-06-27
rebecca_brachman_could_a_drug_prevent_depression_and_ptsd,1234404,TEDxNewYork,2016-09-10
rebecca_mackinnon_let_s_take_back_the_internet,744968,TEDGlobal 2011,2011-07-12
rebecca_mackinnon_we_can_fight_terror_without_sacrificing_our_rights,1073586,TEDSummit,2016-06-29
rebecca_onie_what_if_our_healthcare_system_kept_us_healthy,1005750,TEDMED 2012,2012-04-11
rebecca_saxe_how_brains_make_moral_judgments,2909264,TEDGlobal 2009,2009-07-22
reed_kroloff_on_modern_and_romantic_architecture,287953,TED2003,2003-02-02
reggie_watts_disorients_you_in_the_most_entertaining_way,9673039,TED2012,2012-02-29
regina_dugan_from_mach_20_glider_to_humming_bird_drone,1635431,TED2012,2012-03-01
regina_hartley_why_the_best_hire_might_not_have_the_perfect_resume,3322321,TED@UPS,2015-09-02
reinventing_the_car,575526,TED2005,2005-02-28
renata_salecl_our_unhealthy_obsession_with_choice,1464517,TEDGlobal 2013,2013-06-13
renny_gleeson_404_the_story_of_a_page_not_found,1639408,TED2012,2012-02-28
renny_gleeson_on_antisocial_phone_tricks,1229263,TED2009,2009-02-06
reshma_saujani_teach_girls_bravery_not_perfection,3505341,TED2016,2016-02-17
reuben_margolin_sculpting_waves_in_wood_and_time,630504,TED2012,2012-03-01
rhiannon_giddens_3_songs_that_bring_history_to_life,1116408,TED2016,2016-02-15
ric_elias,6782310,TED2011,2011-03-04
ricardo_semler_how_to_run_a_company_with_almost_no_rules,2693866,TEDGlobal 2014,2014-10-16
riccardo_sabatini_how_to_read_the_genome_and_build_a_human_being,1563696,TED2016,2016-02-15
rich_benjamin_my_road_trip_through_the_whitest_towns_in_america,2053662,TEDWomen 2015,2015-05-28
richard_baraniuk_on_open_source_learning,983042,TED2006,2006-02-23
richard_branson_s_life_at_30_000_feet,1633118,TED2007,2007-03-03
richard_browning_how_i_built_a_jet_suit,1638105,TED2017,2017-04-24
richard_dawkins_growing_up_in_the_universe,319583,Royal Institution,1991-12-20
richard_dawkins_on_militant_atheism,4441350,TED2002,2002-02-02
richard_feynman,540265,BBC TV,1983-07-08
richard_j_berry_a_practical_way_to_help_the_homeless_find_work_and_safety,1044002,TEDxPennsylvaniaAvenue,2017-02-09
richard_ledgett_the_nsa_responds_to_edward_snowden_s_ted_talk,1204319,TED2014,2014-03-20
richard_preston_on_the_giant_trees,660620,TED2008,2008-02-02
richard_pyle_dives_the_twilight_zone,362395,TED2004,2004-02-02
richard_resnick_welcome_to_the_genomic_revolution,864042,TEDxBoston 2011,2011-07-06
richard_sears_planning_for_the_end_of_oil,610460,TED2010,2010-04-10
richard_seymour_how_beauty_feels,963300,TEDSalon London Spring 2011,2011-05-18
richard_st_john_s_8_secrets_of_success,11397565,TED2005,2005-02-23
richard_st_john_success_is_a_continuous_journey,3776888,TED2009,2009-02-06
richard_turere_a_peace_treaty_with_the_lions,2088006,TED2013,2013-02-27
richard_weller_could_the_sun_be_good_for_your_heart,1056373,TEDxGlasgow,2012-03-04
richard_wilkinson,2575124,TEDGlobal 2011,2011-07-12
rick_falkvinge_i_am_a_pirate,184215,TEDxObserver,2012-03-11
rick_guidotti_from_stigma_to_supermodel,170545,TEDxPhoenix,2011-11-11
rick_smolan_tells_the_story_of_a_girl,1173142,EG 2007,2007-12-12
rick_warren_on_a_life_of_purpose,3203709,TED2006,2006-02-25
rishi_manchanda_what_makes_us_get_sick_look_upstream,1448337,TEDSalon NY2014,2014-08-07
rita_pierson_every_kid_needs_a_champion,7896120,TED Talks Education,2013-05-07
rives_a_museum_of_4_o_clock_in_the_morning,1876277,TEDActive 2014,2014-03-25
rives_controls_the_internet,1849146,TEDSalon 2006,2006-11-30
rives_on_4_a_m,3628329,TED2007,2007-03-03
rives_reinventing_the_encyclopedia_game,730885,TEDxSummit,2012-04-19
rives_remixes_ted2006,649323,TED2006,2006-02-02
rives_tells_a_story_of_mixed_emoticons,1627235,TED2008,2008-02-02
rob_dunbar,556028,Mission Blue Voyage,2010-04-15
rob_forbes_on_ways_of_seeing,376723,TED2006,2006-02-02
rob_harmon_how_the_market_can_keep_streams_flowing,604174,TEDxRainier,2010-11-04
rob_hopkins_transition_to_a_world_without_oil,818159,TEDGlobal 2009,2009-07-24
rob_knight_how_our_microbes_make_us_who_we_are,1613614,TED2014,2014-02-20
rob_legato_the_art_of_creating_awe,1972110,TEDGlobal 2012,2012-06-26
rob_reid_the_8_billion_ipod,2624243,TED2012,2012-03-01
robb_willer_how_to_have_better_political_conversations,1312496,TEDxMarin,2016-09-17
robert_ballard_on_exploring_the_oceans,1305016,TED2008,2008-02-29
